"name","city","review_count","elite_reviews","avg_rating"
"EVOS Feel Great Food-Carrollwood","Tampa","124","48","3.40"
"Fresco Cafe and Pizzeria","New Orleans","203","48","3.57"
"Gryphon Cafe","Wayne","207","48","4.15"
"Harrah's Philadelphia Casino & Racetrack","Chester","182","48","2.43"
"Hello Juice & Smoothie","St. Louis","128","48","4.52"
"HighWire Lounge","Tucson","114","48","3.57"
"Hirosaki","Avon","141","48","3.15"
"Hobey's Casino & Restaurant","Sun Valley","187","48","4.13"
"Hole In One Donut","Tampa","218","48","4.78"
"Hyderabad House","Indianapolis","211","48","3.70"
"Jack's Bistro and Famous Bagels","Santa Barbara","224","48","3.67"
"Jacquie's Cafe","Carmel","117","48","4.15"
"Joey Bs","Saint Louis","205","48","3.59"
"Joyland","Nashville","136","48","3.98"
"Kanaloa Seafood","Santa Barbara","228","48","4.10"
"Knock","Philadelphia","165","48","3.60"
"Kristina's Cafe","Saint Petersburg","187","48","3.91"
"La Bamba restaurante","Tampa","137","48","4.21"
"La Tolteca - Wilmington","Wilmington","214","48","3.23"
"Laxmi Indian Grille - Manayunk","Philadelphia","208","48","3.79"
"Lewis and Clark's","St Charles","193","48","3.27"
"Luna Grill","Santa Barbara","241","48","3.73"
"Mana Mana Middle Eastern Restaurant","Clearwater","225","48","4.67"
"Manee Thai Cuisine IN","Indianapolis","127","48","4.50"
"Manley's Irish Mutt","Indianapolis","99","48","4.03"
"Maru Sushi & Grill - East Nashville","Nashville","178","48","4.37"
"New Orleans Social House","New Orleans","139","48","3.81"
"Nine Spices Hot Pot ","Pinellas Park","166","48","4.05"
"Old Peking","Tucson","216","48","3.22"
"P J Whelihan's Pub + Restaurant - Maple Shade","Maple Shade","175","48","3.09"
"Pattaya Thai Restaurant","Goleta","241","48","3.66"
"PDQ Waters","Tampa","104","48","3.80"
"Pei Wei Asian Kitchen","Nashville","145","48","2.86"
"Pei Wei Asian Kitchen","Tampa","151","48","3.04"
"Persian Grill","Lafayette Hill","228","48","4.26"
"Peter Piper Pizza","Tucson","190","48","2.94"
"Pickleman's Gourmet Cafe","Saint Louis","148","48","4.16"
"Prima Pizza Taqueria Mexicana","Philadelphia","129","48","4.59"
"QU JAPAN BISTRO & BAR","Philadelphia","126","48","4.57"
"RH Courtyard Restaurant at RH Nashville","Nashville","128","48","4.10"
"Royal Sushi & Bar","New Orleans","196","48","4.30"
"Sabor Latin Cuisine","Reno","155","48","4.39"
"Sake Cafe of Elmwood","New Orleans","114","48","2.82"
"Salsa Verde Mexican Restaurant","Indianapolis","174","48","3.89"
"Salt + Smoke","St. Louis","147","48","4.20"
"Sawmill Run Restaurant","Mount Lemmon","219","48","2.93"
"Scarpetta","Philadelphia","214","48","3.94"
"Sicilian Pasta Kitchen - SPK Downtown","Edmonton","101","48","3.50"
"Skyline Chili","Clearwater","136","48","4.24"
"Spirit of Philadelphia","Philadelphia","167","48","2.92"
"Spiro's Restaurant","Chesterfield","175","48","4.31"
"Sultana Cafe & Hookah Bar","Indianapolis","130","48","3.75"
"Sushi Cortaro On River","Tucson","191","48","3.81"
"Taco Fish","Tucson","163","48","4.37"
"Taco Mama - Hillsboro Village","Nashville","131","48","4.02"
"Ten55 Brewing Company","Tucson","122","48","4.04"
"Terrain Cafe - Devon","Devon","156","48","3.64"
"Thai Lanna & Sushi","Tampa","249","48","4.16"
"Thai Mint","New Orleans","174","48","3.90"
"Thai Orchid","Plainfield","158","48","4.01"
"The Foodery Roxborough","Philadelphia","146","48","3.99"
"The Franklin","New Orleans","202","48","4.06"
"The Left Bank Bistro","Saint Petersburg","162","48","4.22"
"The Melting Pot","Tampa","167","48","3.95"
"Three Kings Public House","St. Louis","230","48","3.69"
"Tony's","Clayton","210","48","4.16"
"Trio","Philadelphia","193","48","3.61"
"Trolley Square Oyster House","Wilmington","177","48","4.18"
"Tucson Marriott University Park","Tucson","143","48","2.51"
"Villa Peru","Tucson","180","48","4.22"
"Willies Chicken Shack","New Orleans","117","48","3.72"
"WingHouse Bar & Grill","Clearwater","161","48","3.39"
"Zpizza - Oro Valley","Oro Valley","256","48","3.99"
"Angel Oak","Santa Barbara","205","47","4.00"
"Aqimero","Philadelphia","144","47","3.69"
"Arirang Hibachi Steakhouse","Langhorne","225","47","3.36"
"Bar One Fourteen","Indianapolis","81","47","4.11"
"Barb & Ernie's Restaurant","Edmonton","117","47","3.59"
"Biggie's Restaurant","St. Louis","145","47","4.14"
"Boardwalk Waffles & Ice Cream","Maplewood","142","47","4.37"
"Bobby's Frozen Custard","Maryville","140","47","4.65"
"Bobby Hotel","Nashville","182","47","3.65"
"Brixx Wood Fired Pizza","Franklin","207","47","4.03"
"Butcher N' Barbeque at Armature Works","Tampa","129","47","2.61"
"Café Isla","Media","198","47","4.00"
"California Burger","Indianapolis","117","47","4.08"
"Capone's Restaurant and Bottle Shop","Norristown","195","47","3.90"
"Carrabba's Italian Grill","Nashville","166","47","3.45"
"Chef Li","Oldsmar","177","47","4.23"
"Chi","Reno","231","47","3.68"
"China Doll Restaurant","Harvey","179","47","4.01"
"Cho Thai","New Orleans","117","47","4.23"
"Cricketers British Pub & Restaurant - Dunedin","Dunedin","167","47","4.04"
"Crushed Red","Creve Coeur","161","47","3.84"
"D'Andrews Bakery & Cafe","Nashville","213","47","4.77"
"Dick's Last Resort - Indianapolis","Indianapolis","241","47","3.11"
"EL Azabache Mexican Restaurant","Indianapolis","94","47","3.78"
"Elevation Burger","Willow Grove","167","47","3.65"
"Elmer's Restaurant","Boise","227","47","4.08"
"Famous Dave's Bar-B-Que","Indianapolis","140","47","3.32"
"Five Guys","Edmonton","126","47","3.67"
"Formosa Seafood Buffet","Indianapolis","176","47","2.54"
"Fran's Pub","New Hope","241","47","2.60"
"Golden Dragon","Tucson","222","47","3.20"
"Gramercy Park Pub And Grill","Meridian","212","47","4.00"
"Guadalajara Grill Mexican Restaurant","Indianapolis","119","47","3.76"
"Guilin Chinese Restaurant","Tucson","198","47","3.98"
"Hana Japanese Restaurant","New Orleans","194","47","3.68"
"Holy Hog Barbecue","Tampa","203","47","3.59"
"House","Media","256","47","4.05"
"Hudsons Canada's Pub","Edmonton","89","47","3.43"
"Huong Sizzling Wok","Indianapolis","107","47","3.99"
"In-N-Out Burger","Marana","108","47","4.23"
"Jack in the Box","Tucson","228","47","2.30"
"Jaggers","Indianapolis","131","47","4.03"
"Kim's Oriental Food","Philadelphia","81","47","3.78"
"King Gyros","Indianapolis","101","47","3.88"
"King State","Tampa","145","47","4.70"
"La Cabra Brewing","Berwyn","176","47","4.47"
"la Madeleine","Metairie","134","47","3.35"
"La Terrazza Ristorante Italiano","Tampa","217","47","4.56"
"Little Pete's Restaurant","Philadelphia","150","47","3.90"
"Loren & Mari Mexican Grill","Carmel","190","47","3.97"
"Louisiana Purchase","Edmonton","146","47","3.75"
"Maki Maki","Edmonton","121","47","3.50"
"Manny's House of Pizza","Nashville","166","47","4.40"
"Ming Ming Tea Cafe","St. Petersburg","213","47","4.57"
"MOD Pizza","Willow Grove","148","47","4.09"
"More Food Court","Elkins Park","94","47","4.01"
"Moustaki Authentic Gyros","Philadelphia","152","47","4.00"
"Newk's Eatery","Greenwood","121","47","3.80"
"Nico's","Tucson","160","47","3.14"
"Nomiya","Edmonton","139","47","3.61"
"Northern Chicken","Edmonton","157","47","4.05"
"Ocean Hai","Clearwater Beach","211","47","3.99"
"Olive Garden Italian Restaurant","Boise","151","47","3.32"
"Omni Tucson National Resort","Tucson","208","47","3.14"
"Papa Fattoush Restaurant","Carmel","194","47","4.28"
"Perino's Boiling Pot","Harvey","176","47","3.70"
"Pho Bang Restaurant","Metairie","123","47","3.67"
"Pickles Deli Downtown","St. Louis","170","47","4.28"
"Positano's","Palm Harbor","221","47","3.82"
"Reef Restaurant & Lounge","Philadelphia","191","47","3.10"
"Rick's Pizza, Beer, & More","Reno","217","47","4.62"
"River City Casino & Hotel","St. Louis","162","47","3.01"
"Sheraton Indianapolis Hotel at Keystone Crossing","Indianapolis","146","47","2.66"
"Sonoran Brunch Company","Tucson","173","47","4.45"
"Sriracha","Nashville","194","47","4.23"
"Stock & Barrel","Nashville","235","47","4.54"
"Stone Creek Dining Company - Greenwood","Greenwood","138","47","3.93"
"Subway","New Orleans","202","47","2.17"
"SUSHI KOI","St Louis","194","47","4.34"
"Szechuan House","Hamilton","231","47","3.78"
"Taco Shop","Reno","150","47","4.57"
"The Original Pancake House","Fishers","133","47","3.43"
"Tokyo Japanese Steak House","Smyrna","211","47","4.25"
"Tsunami Sushi & Hibachi Grill","Brandon","191","47","3.95"
"Tzin Wine & Tapas","Edmonton","121","47","4.31"
"Virginia City Jerky & Smokehouse","Virginia City","176","47","4.14"
"Ybor City Wine Bar","Tampa","115","47","4.37"
"Yellowtail","Philadelphia","125","47","3.69"
"11 Chicks","Saint Petersburg","217","46","4.68"
"a.bar","Philadelphia","118","46","3.89"
"Alto Mare Fish Bar","Saint Petersburg","141","46","4.39"
"Annunciation","New Orleans","243","46","3.59"
"Aroma Indian Cuisine and Bar","Indianapolis","115","46","4.63"
"Beef 'O' Brady's","Tampa","145","46","3.12"
"Bibo Coffee & Gelato - Southcreek","Reno","122","46","3.40"
"Bo Ne Restaurant","Woodbury","221","46","4.54"
"Bonefish Grill","Greenwood","153","46","3.93"
"Boston's Restaurant & Sports Bar","Tucson","166","46","3.44"
"Boston Market","Tampa","105","46","3.09"
"Brunch Everyday","Conshohocken","203","46","4.26"
"Bruno's Tavern","New Orleans","117","46","3.07"
"Bugambilias Mexican Cuisine","Indianapolis","154","46","4.79"
"Candicci's Restaurant and Bar","Ballwin","140","46","3.19"
"Capriotti's Sandwich Shop","Wilmington","225","46","3.24"
"Centro Cantina","Tampa","108","46","2.84"
"Cerveza Jack's","Nashville","183","46","4.14"
"Companion Cafe - Saint Louis","Saint Louis","142","46","4.25"
"Daddypops","Hatboro","203","46","3.78"
"DI Coffee Bar","Tampa","148","46","4.28"
"Dolce Carini","Philadelphia","142","46","3.73"
"Dos Reyes Mexican Restaurant","St. Louis","199","46","4.27"
"East Park Donuts & Coffee","Nashville","132","46","4.44"
"EDGE Rooftop Cocktail Lounge","Tampa","85","46","3.64"
"Edibles & Essentials","Saint Louis","177","46","4.74"
"El Meson Mexican Restaurant","Indianapolis","125","46","3.78"
"Fat Harry's","New Orleans","104","46","3.43"
"Glory Days Grill","St Pete","258","46","3.55"
"Hometown Cafe","Reno","218","46","4.30"
"IHOP","Indianapolis","196","46","2.03"
"J's Lobster & Fish Market","Indianapolis","63","46","3.73"
"Johnny Carino's","Greenwood","143","46","3.32"
"Johnny Gibson's Downtown Market","Tucson","119","46","3.85"
"KFC","Indianapolis","215","46","1.79"
"Las Vegas Lounge","Philadelphia","94","46","3.19"
"Little Tokyo","Metairie","179","46","3.54"
"Live Oak Cafe","New Orleans","201","46","3.87"
"Lyra","Nashville","184","46","4.27"
"Mace's Crossing","Philadelphia","125","46","3.05"
"Mahuffer's","Indian Rocks Beach","156","46","4.01"
"Maniac's","Brentwood","178","46","4.08"
"Mann's Grille","Indianapolis","143","46","3.78"
"Mariscos Chihuahua","Tucson","182","46","3.51"
"Meraki-Greek Street Food","Boise","231","46","4.32"
"Old Hickory Steakhouse","Nashville","229","46","3.84"
"Outback Steakhouse","Reno","245","46","3.68"
"Park Cafe","Nashville","144","46","4.19"
"Parts Of Paris","Safety Harbor","215","46","4.27"
"Pasta Fresca","Reno","161","46","4.76"
"Pho 75","Philadelphia","151","46","4.11"
"Phobulous","Edmonton","93","46","3.47"
"Pickles Plus","Clearwater","146","46","3.84"
"Pie Hole Pizza","Boise","176","46","3.44"
"Pipo's The Original Cuban Cafe","St. Petersburg","221","46","4.01"
"Pita Plus","Saint Louis","136","46","4.15"
"Plant Love Ice Cream","Saint Petersburg","139","46","4.84"
"Poke-chan","New Orleans","138","46","4.52"
"Ram Restaurant & Brewery","Boise","212","46","3.03"
"Rasoi Indian Cuisine","Tampa","220","46","4.45"
"Red Hook Coffee & Tea","Philadelphia","190","46","4.48"
"Rome + Fig","Tampa","159","46","4.48"
"Royal Palace Thai","Tampa","158","46","3.42"
"Russell’s Cafe & Bakery","Fenton","195","46","4.42"
"Sapporo 2","Saint Louis","226","46","3.69"
"Scannicchio's","Philadelphia","193","46","4.09"
"Si Amigos Mexican Restaurant","Reno","226","46","3.88"
"Skyline Club - Indianapolis","Indianapolis","91","46","3.62"
"Solid Grill and Bar","Boise","195","46","3.64"
"Sonic Drive-In","Nashville","257","46","2.08"
"Spring Mill Cafe","Conshohocken","246","46","4.27"
"Studio Movie Grill","Seminole","194","46","3.31"
"Surah","Spring House","175","46","3.65"
"Sushi GoGo","Santa Barbara","184","46","3.63"
"Sushi Teri House","Santa Barbara","205","46","3.40"
"Tacos Las Californias","Tampa","144","46","4.61"
"Tee-Off Restaurant and Lounge","Santa Barbara","224","46","3.92"
"Thai Papaya Restaurant","Antioch","149","46","3.48"
"The Birchwood","St Petersburg","174","46","3.82"
"The Melting Pot","Edmonton","170","46","3.45"
"The Wood Shack Soulard","St. Louis","246","46","4.48"
"Tijuana Flats","Lutz","153","46","3.41"
"Tony's Pizza","Dunedin","151","46","3.84"
"Tradesman's","Philadelphia","207","46","3.01"
"Tre Famiglia","Haddonfield","236","46","4.03"
"Truckee Bagel Co","Reno","197","46","4.00"
"Tucson Premium Outlets","Tucson","85","46","3.69"
"Ulysses American Gastro Pub","Wilmington","263","46","3.67"
"Umai Japanese Restaurant","Lansdale","226","46","4.47"
"Valley Green Inn","Philadelphia","200","46","3.59"
"Villa Barone","Collingswood","176","46","3.92"
"Villalba Italian Restaurant","Nashville","253","46","4.06"
"Vito Provolone's","Indianapolis","165","46","4.37"
"Watkins Drinkery","Philadelphia","151","46","4.08"
"Wawa","Pinellas Park","95","46","3.73"
"Yeeroh","Philadelphia","166","46","3.77"
"@Ramen","Philadelphia","196","45","4.07"
"Anthony's Coal Fired Pizza","Wayne","197","45","3.75"
"Bike Stop Cafe","St Charles","206","45","4.17"
"BJ's Alabama BBQ","Tampa","205","45","4.33"
"Blue Cross RiverRink Winterfest","Philadelphia","67","45","4.01"
"Blueberry Hill Pancake House","Indianapolis","103","45","3.59"
"Bourbon Street Drinkery","New Orleans","165","45","4.15"
"Brauhaus 701","Reno","145","45","3.71"
"Brewers' Tasting Room","St Petersburg","152","45","4.27"
"Brown's Diner","Nashville","156","45","3.90"
"Bywater American Bistro","New Orleans","184","45","4.29"
"Calafuria","Reno","192","45","4.03"
"California Pizza Kitchen at Hill Center","Nashville","118","45","2.82"
"Calle Mexico","Edmonton","115","45","4.47"
"Chez Louie","Reno","105","45","3.74"
"Chickie Wah Wah","New Orleans","135","45","3.98"
"City View Pizza and Grill","Philadelphia","229","45","3.12"
"Coffee House Too","Philadelphia","258","45","4.41"
"Corner Bakery","Bala Cynwyd","127","45","3.02"
"Delectables Catering and Venue","Tucson","154","45","3.69"
"District Cafe & Bakery","Edmonton","105","45","3.86"
"Domino's Pizza","Indianapolis","346","45","2.03"
"Eddie V's Prime Seafood","King Of Prussia","224","45","4.29"
"Einstein Bros. Bagels","Tampa","143","45","2.63"
"El Pollo Loco","Tucson","165","45","2.97"
"Function Coffee Labs","Philadelphia","144","45","4.57"
"Geist","Nashville","203","45","3.67"
"Goodwood Barbecue Company","Meridian","255","45","4.15"
"Green Hills Grille","Nashville","236","45","3.91"
"Han Dynasty","Royersford","221","45","3.64"
"Hardee's","Indianapolis","185","45","2.42"
"Homegrown Taproom & Kitchen","Nashville","255","45","4.16"
"Ichiban","Santa Barbara","234","45","3.68"
"IV Deli Mart","Goleta","193","45","3.55"
"Jack in the Box","Saint Louis","281","45","1.77"
"Jaeger's Seafood & Oyster House","Metarie","213","45","3.25"
"Jamaican Breeze Sports Bar & Grill","Indianapolis","129","45","4.40"
"Jamaican Style Jerk","Indianapolis","149","45","4.61"
"Jasmine Thai","Brandon","198","45","4.18"
"Jersey Mike's Subs","Indianapolis","118","45","3.71"
"JJ's Market & Delicatessen","St. Petersburg","171","45","4.56"
"Junction","New Orleans","192","45","3.76"
"Kai Sushi Shabu-Shabu","Santa Barbara","244","45","2.69"
"Karamelo King","Tucson","108","45","4.36"
"Kisso Sushi","Philadelphia","206","45","4.04"
"Las Maracas","Nashville","176","45","3.51"
"Las Palmas Latin Grill","Tampa","221","45","4.33"
"Lemongrass Sushi & Thai","Nashville","191","45","3.50"
"MAIDO! A Marketplace of Japan","Ardmore","143","45","4.22"
"Main Street Grille","Greenwood","233","45","4.26"
"McMillan's Bakery","Haddon Township","169","45","4.18"
"Metro Nightclub & Restaurant","Indianapolis","88","45","3.91"
"Mia Sorella","Ballwin","192","45","4.30"
"Mian Sichuan","Tucson","129","45","4.24"
"Miller's Ale House - Brandon","Brandon","207","45","3.57"
"Millie's Pancake Haus","Tucson","184","45","3.13"
"Mirim Japanese and Korean Restaurant","Langhorne","169","45","4.13"
"Mofongo Cafe","Nashville","237","45","4.70"
"Mumbai Grill","Greenwood","154","45","3.98"
"Murrietas","Sparks","244","45","3.44"
"Nicoletto's Italian Kitchen","Nashville","242","45","4.17"
"Old Chicago","Franklin","210","45","3.28"
"Old Northeast Tavern","St Petersburg","162","45","3.66"
"Original Thai Restaurant","Sparks","184","45","4.37"
"Pancho's Restaurant of San Ann","San Antonio","248","45","4.34"
"Pico Rojo","Clearwater","211","45","4.43"
"Pizzeria Tivoli","Saint Louis","197","45","4.26"
"Pointer's","Richmond Heights","117","45","3.58"
"Porta Via Ristorante e Bar","Nashville","207","45","3.57"
"Pupuseria & Cafeteria Centroamericana","Tampa","140","45","4.29"
"QDOBA Mexican Eats","Tampa","117","45","3.32"
"Red Lobster","King of Prussia","151","45","2.50"
"Red Robin Gourmet Burgers and Brews","Indianapolis","131","45","2.77"
"Red Robin Gourmet Burgers and Brews","Plainfield","115","45","3.13"
"Robata Maplewood","Maplewood","216","45","3.51"
"Rollin Fatties","New Orleans","176","45","4.89"
"ROMiÓS Greek and Italian Restaurant","Boise","165","45","4.25"
"Rosso Pizzeria","Edmonton","102","45","3.85"
"Shawarma on the Go","New Orleans","233","45","4.69"
"Smokin' J's BBQ","Gulfport","219","45","4.15"
"Soulard Gyro","St Louis","151","45","4.25"
"Spain Restaurant & Toma Bar","Tampa","170","45","3.81"
"St Honore Pastries","Philadelphia","87","45","4.06"
"Sugar Factory","Tampa","217","45","3.48"
"Tealeaf Cafe","Reno","132","45","4.13"
"Thai Ocha","Metairie","172","45","4.51"
"Thai Phooket II","Goodletsville","202","45","4.05"
"The Anchor Bar","Tampa","173","45","3.98"
"The Brass Tap","Wesley Chapel","114","45","3.97"
"The Breakroom Bar & Grill","Clearwater","199","45","4.30"
"The Cafe by Mise en Place","Tampa","108","45","3.72"
"The Daily Bread Bakery & Cafe","St. Louis","118","45","4.08"
"The Dining Car & Market","Philadelphia","227","45","3.29"
"The Posh Nosh","Saint Louis","118","45","3.72"
"The Preston","St. Louis","117","45","4.16"
"The Shanty","Tucson","135","45","2.93"
"The Tenderloin Room","Saint Louis","113","45","3.83"
"Truffles","Saint Louis","160","45","4.26"
"Turmeric","University City","188","45","4.27"
"Umami Sushi. Hibachi","Saint Petersburg","230","45","4.33"
"Vineyards Cafe","Philadelphia","197","45","4.64"
"Vino Villa","Greenwood","138","45","4.17"
"Walk-On's Sports Bistreaux - Metairie Restaurant","Metairie","166","45","3.81"
"Zoes Kitchen","Harahan","151","45","3.50"
"Zudar's Bourbon St  Bar & Grill","Tampa","223","45","3.71"
"Zwick's Pretzels","Edmonton","99","45","4.49"
"86 West","Doylestown","257","44","3.36"
"A Cut Above Deli","Newtown Square","177","44","4.31"
"Addis Nola","New Orleans","156","44","4.75"
"BIGGBY COFFEE","Plainfield","79","44","3.92"
"Blenders in the Grass","Goleta","100","44","4.28"
"Bob Evans","Tampa","159","44","3.19"
"Bombolé","Tucson","83","44","4.59"
"Bonefish Grill","Franklin","192","44","3.55"
"Bradden's","Saint Charles","175","44","3.48"
"Buca di Beppo Italian Restaurant","Franklin","240","44","3.02"
"Buca di Beppo Italian Restaurant","Greenwood","141","44","3.23"
"Burger King","Reno","339","44","1.64"
"Cafe Bicyclette","Edmonton","82","44","3.89"
"Cafe Intermezzo","Nashville","194","44","4.49"
"Cafe Saigon","Philadelphia","129","44","4.08"
"Canteen","Edmonton","132","44","3.79"
"Cappy's Pizza","Riverview","225","44","4.30"
"Carlino's Market","Ardmore","148","44","4.22"
"Carrabba's Italian Grill","Metairie","194","44","3.23"
"Charred Pie","Oro Valley","180","44","4.22"
"Chickie's & Pete's","Bensalem","160","44","2.89"
"Chickie's & Pete's","Drexel Hill","183","44","2.60"
"Chili's","Indianapolis","120","44","2.72"
"Cousins Maine Lobster - Nashville","Nashville","145","44","3.57"
"Cumaco Arepa House","Indianapolis","95","44","4.52"
"D'jakarta Cafe","Philadelphia","111","44","4.41"
"Davio's","King of Prussia","253","44","3.61"
"Ding Tea Reno","Reno","92","44","4.33"
"District Taco","King Of Prussia","151","44","3.09"
"Ebisu Sushi Shack","Tampa","155","44","4.50"
"Ed's Buffalo Wings & Pizza","Philadelphia","194","44","3.08"
"Fatburger","Edmonton","123","44","3.24"
"Firebirds Wood Fired Grill","Chadds Ford","229","44","3.90"
"First Watch","Wynnewood","211","44","3.57"
"Flap Jacks Pancake House","Indianapolis","143","44","3.62"
"Ford's Garage","St. Petersburg","235","44","3.78"
"Freddy's Frozen Custard & Steakburgers","Broomall","169","44","3.77"
"Gojjo Bar & Restaurant","Philadelphia","117","44","3.28"
"Golden Empress Garden","Philadelphia","190","44","3.50"
"I Love Mr Sushi","Saint Louis","158","44","3.84"
"K & A Bagel Cafe","Cherry Hill","181","44","4.48"
"Kabuto Japanese Steak House","Indianapolis","145","44","3.20"
"Kelliann's Bar & Grill","Philadelphia","115","44","4.02"
"L&L Hawaiian Barbeque","Goleta","150","44","3.65"
"Lamberti's Tutti Toscani","Cherry Hill","170","44","4.30"
"LemonShark Poke","New Orleans","116","44","4.28"
"Library II","Voorhees","200","44","3.44"
"Logan Inn","New Hope","269","44","2.99"
"Malt & Mortar","Edmonton","100","44","3.39"
"Mamas Hawaiian BBQ","Tucson","158","44","3.18"
"Mangos Restaurant & Tiki Bar","North Redington Beach","167","44","3.48"
"Matt & Marie's","Philadelphia","209","44","4.11"
"Mi Hacienda Mexican Restaurant","Carmel","164","44","4.52"
"Miller's Ale House","Langhorne","232","44","3.27"
"Milo's Tavern","Saint Louis","107","44","4.10"
"Moe's Original Bar B Que","Franklin","164","44","4.07"
"Mosca's Restaurant","Westwego","130","44","3.99"
"Moxie's Spirits & Dining","Reno","146","44","3.52"
"Mr Bubbles Sandwich House","Gretna","96","44","4.20"
"New Bethel Ordinary","Indianapolis","136","44","3.87"
"O Sushi Restaurant","Tucson","208","44","4.56"
"Old City Pizza","Philadelphia","199","44","3.09"
"Olive Branch Cafe","New Orleans","134","44","4.22"
"Olive Garden Italian Restaurant","Avon","105","44","3.64"
"Olive Garden Italian Restaurant","Carmel","101","44","3.10"
"P.F. Chang's","Franklin","190","44","2.60"
"Panchita's Mexican Criolla","New Orleans","173","44","3.61"
"PDQ Cherry Hill","Cherry Hill","169","44","3.75"
"Pizza Head","Saint Louis","200","44","4.30"
"Portland Brew East","Nashville","115","44","3.37"
"Puyero Venezuelan Flavor","Philadelphia","172","44","4.63"
"QDOBA Mexican Eats","St. Louis","190","44","2.38"
"Que Pasa Mexican Cantina","St. Petersburg","209","44","3.14"
"Red Robin Gourmet Burgers and Brews","Des Peres","117","44","3.15"
"Sahm's Ale House","Carmel","98","44","3.70"
"Sahm's Restaurant","Fishers","121","44","3.86"
"Scoopers","Reno","151","44","3.66"
"Smokey Bones","Brandon","240","44","3.18"
"sweetgreen","Ardmore","147","44","3.35"
"TallBoys","Tucson","169","44","4.15"
"Tap Room On 19th","Philadelphia","188","44","4.15"
"Tex-Mex","Indianapolis","91","44","4.15"
"Texas Roadhouse","Marana","223","44","3.48"
"Thai Square Restaurant","Philadelphia","169","44","4.22"
"The Boiling House","Cherry Hill","248","44","3.79"
"The Coconut Downtown","Reno","159","44","4.48"
"The Cubby Hole","Moorestown","207","44","4.36"
"The Front Door","Boise","220","44","4.54"
"The Galley","Metairie","179","44","3.50"
"The Sandwich Spot","Reno","217","44","4.35"
"Token Ramen & Kung Fu Tea","Riverview","211","44","4.07"
"Trillium","Boise","163","44","4.45"
"Turn Restaurant","St. Louis","161","44","4.42"
"Vi's For Pies","Edmonton","104","44","3.78"
"'feine","Conshohocken","171","43","4.37"
"10th Street Diner","Indianapolis","133","43","4.57"
"1933 Pub & Grill","Clearwater","191","43","4.03"
"317 BBQ","Indianapolis","111","43","4.42"
"Allin's Diner","Saint Charles","194","43","4.20"
"Amy's Omelette House","Burlington","194","43","3.81"
"Asia Bakery","Philadelphia","68","43","3.90"
"Auberge at The Brick Street Inn","Zionsville","105","43","4.07"
"Bao Nine","Philadelphia","140","43","4.61"
"Bbi Cafe & Sandwich Bar","Indianapolis","128","43","4.30"
"Bearss Tavern + Tap","Tampa","195","43","3.59"
"Birdy’s Behind the Bower","New Orleans","93","43","4.31"
"Blue Moon Waterfront Grille","Nashville","177","43","3.45"
"Bo Fung Chinese Kitchen","Saint Louis","224","43","4.00"
"Bonefish Grill","Langhorne","228","43","3.11"
"Boulevard Pizza","Sparks","210","43","3.98"
"Brewhouse South","Franklin","154","43","3.34"
"Bruce's Chicago Grill & Dog House","Largo","200","43","4.27"
"Buenos Grill","Reno","201","43","2.87"
"Bully's Sports Bar and Grill","Reno","188","43","2.96"
"Burger King","Philadelphia","213","43","1.87"
"Cafe 615 Home of Da Wabbit","Gretna","179","43","4.09"
"Cafe Telegraph","Saint Louis","261","43","3.74"
"California Pizza Kitchen","Reno","139","43","3.09"
"Cancun Mexican Restaurant","Carmel","100","43","3.31"
"Chariot Pizza","Tucson","264","43","3.39"
"Chez Pierre French Bakery & Cafe","Metairie","132","43","3.78"
"Chick-fil-A","Franklin","186","43","3.41"
"Chill Spot","Brentwood","168","43","4.06"
"CIBO Bistro Wine Bar","Philadelphia","130","43","3.00"
"Clawson's Pub & Deli","Nashville","151","43","4.66"
"Coffee X Change","Tucson","209","43","3.56"
"Condesa","Philadelphia","118","43","3.90"
"Copeland's of New Orleans","Kenner","217","43","3.21"
"Cracker Barrel Old Country Store","Pennsville","106","43","3.14"
"Dmac's Bar & Grill","New Orleans","109","43","4.14"
"Emmy's Original Pancake House & Grill","Avon","122","43","3.93"
"Emmy Squared Green Hills","Nashville","148","43","3.70"
"Engimono Sushi","Philadelphia","137","43","4.19"
"Etc Restaurant","Nashville","176","43","4.43"
"Fill A Bagel & Breads","Jenkintown","156","43","3.58"
"Five Guys","St. Louis","147","43","3.34"
"Flatbread Neapolitan Pizzeria","Meridian","252","43","4.19"
"Flora's Market Run","Tucson","117","43","4.21"
"Forsythia","Philadelphia","127","43","4.46"
"Freddy's Frozen Custard & Steakburgers","Indianapolis","82","43","3.94"
"Fresh Sushi Pho","Tucson","192","43","3.99"
"Gachi Sushi and Noodle","Philadelphia","145","43","3.83"
"Gangchu","Tampa","146","43","3.97"
"German Knodle","Saint Petersburg","195","43","4.86"
"Gokul Indian Restaurant","St Louis","184","43","3.88"
"Golden Dinosaurs","Gulfport","167","43","4.46"
"Goleta Coffee Co and Loca Vivant Kitchen","Santa Barbara","192","43","3.87"
"Good Spoon Soupery","Philadelphia","141","43","4.65"
"Great Full Gardens--Sparks at Legends","Sparks","140","43","4.36"
"Greek City Cafe","Clearwater","151","43","4.17"
"Green Engine Coffee","Haverford","137","43","4.21"
"Guillermo's Double L Restaurant","Tucson","159","43","3.21"
"Happy's Bayou Bites","Dunedin","179","43","4.61"
"Iguana's Mexican Restaurant","Plainfield","112","43","3.76"
